first_name,last_name,street_num,address_1,address_2,suburb,postcode,state,DOB,SSN
 michael, hyland,19, aronson crescent, evergreen, cooranbong,4741, qld,19101219,806-1638
 mitchell, webb,15, denovan circuit, villa 3, connewarre,5091, nsw,19801006,878-6441
 jaimee, bowerman,1, sainsbury street, tiverton, coonamble,3155, nsw,19510309,254-2408
 , mccarthy,24, oliver street, brentwood village, cherrybrook,2880, vic,19350103,546-2917
 anna, reid,19, morant circuit, grammar school, south turramurra,2040, vic,19960111,279-9251
 eliza, zimmermann,15, sydney avenue, bass highway, booval,4701, nsw,19480506,675-8505
 gianni, jolly,38, glencross street, locn 10045, booval,2260, wa,19740903,308-2635
 crystal, branston,104, officer crescent, section, bar beach,3039, sa,19720329,313-3369
 benjamin, blake,11, tantangara street, summit cottage, oaklands park,2640, wa,19270916,628-5591
 joel, rundle,108, rosebery street, st vincents hospital, dunsborough,2317, nsw,19780403,898-4765
 kai, hobson,1985, battersby circuit, , dulwich hill,5573, nsw,19280304,922-7124
 liam, haggett,64, macpherson street, schofield hill, minto,6210, qld,19550910,506-8609
 james, kang,11, frayne place, , concord,4869, qld,19350731,742-7314
 aiden, thorpe,45, chauvel circle, eureka, rowville,2767, nsw,19270407,695-9840
 scott, rudd,3, saunders street, sec 1, toowoomba,2617, nsw,19600806,485-7758
 amber, white,40, bateman street, lakewood estate, dungog,3207, qld,19671129,735-3997
 brydon, golder,2, street place, belbee, ramsgate,3179, vic,19651217,199-7517
 jessica, dixon,161, fred johns crescent, the swamp, roxburgh park,3556, qld,19281113,624-5244
 nathan, green,10, franc place, tara park, marsden,3337, qld,19060131,402-8347
 harley, mclaine,419, john young crescent, , hamilton,2261, qld,19380511,551-0205
 courtney, painter,12, pinkerton circuit, bega flats, richlands,4560, vic,19161214,406-6625
 harrison, painter, , nina jones crescent, ballawinna stud, lennox head,6017, vic,19961105,913-3988
 sarah, brgles,23, torrens street, trewalla, tarragindi,2747, vic,19521019,844-7931
 mikhayla, dennes,8, eggleston crescent, greenways, bundaberg,5158, qld,19280616,857-9616
 rosie, karlsen,48, lycett street, cottonwood, redbank plains,3013, nsw,19041101,323-3946
 lewis, westbrook,14, hutchison crescent, ohio station, seaforth,4128, vic,19081217,544-2782
 madeline, huxley,7, murrell place, westbury, orange,3939, nsw,19850421,574-0778
 alana, lombardi,6, mandurah place, tantallon, canterbury,4034, wa,19021123,520-3409
 kane, webb,23, majura avenue, lyndan, childers,2155, wa,19311112,622-3324
 abbey, dixon,1, marcus clarke street, grasmere park, scarborough,3141, qld,19441008,812-7929
 madison, chandler,29, luckman place, hd tickera, pearl beach,2133, nsw,19551128,nan-
 caitlyn, campbell,39, amagula avenue, delvawood, coolum beach,3714, qld,19930612,351-6962
 alissa, ryan,20, , rosehill, malvern,2880, tas,19420405,467-6455
 jack, braddy,14, arndell street, parma farm, goodna,2450, nsw,19200906,973-8539
 bianca, ryan,67, de little circuit, march rising, westmead,6163, wa,19091028,486-4427
 alexandra, pacey,1, wattle street, keira, peakhurst,2138, act,19390116,355-2967
 harry, wilde,55, blythe close, marsden, ballarat north,3058, nsw,19270322,851-4644
 chelsea, malcolmson,12, chalker circuit, woodleigh, moonah west,6233, vic,19281114,441-3674
 lucy, kranenborg,19, clara close, blue hills, bargara,6030, nsw,19740827,789-6434
 warrick, plane,41, lingiari court, miowera, noosa river heights,5108, vic,19860411,321-4712
 amber, estacio,4, glenmaggie street, perry park hostel, launceston south,3075, qld,19720412,325-6476
 hana, nirta,113, mcburney crescent, caroona village, glen eden,4814, qld,19940127,587-3271
 hayden, ballantyne,13, , nunnook, young,2077, nsw,19330812,341-4771
 lucy, van de maele,50, rutledge place, mater professional centre, port lincoln,2304, vic,19770324,427-4192
 brigitte, white,79, mcelhone court, abbaston, harbord,2306, tas,19480318,594-6514
 tara, riding,11, allchin circuit, palm lake resort, wanniassa,2262, nsw,19761123,913-1364
 april, durbridge,20, wilkinson street, , toolleen,3630, sa,19190524,317-9675
 andrew, marlow,7, , , ashfield,2780, nsw,19550903,412-6078
 mitchell, longo,52, faucett street, beagle bay, wamuran,4814, nsw,19010102,471-4885
 annabelle, couzens,27, mcluckie crescent, earle haven retirement village, ,870, vic,19260508,939-7671
 imogen, camp,14, haines street, roskhill, gretna,4213, ,19681214,935-9429
 jason, fenwick,5, vincent place, glenearra, morphettville,3011, qld,19550520,417-8650
 gemma, lowe,77, currie crescent, aptmnt 42, san remo,4208, sa,19730809,741-4003
 annabelle, webb,48, squire place, lytton, beaumaris,4670, act,19320717,733-4846
 sylvie, morcom,33, , nomore, armidale,4551, sa,19580901,870-9612
 gabriel, is,168, embley street, blueberry hill, burnie,4551, vic,19111213,412-0890
 jackson, thorpe,21, grayson street, kilwinning, daisy hill,3058, nsw,19460526,330-7556
 judah, clarke,27, duncan street, table mountain, aspley,4670, nsw,19190222,787-5071
 zarran, mcsorley,28, hollway street, orana gardens retirement village, burraneer,7051, nsw,19170409,248-0177
 amy, sommariva,26, fernie place, glenfine station, surrey hills,6167, nsw,19920303,885-3255
 nathan, white,113, chewings street, ballawinna stud, oak park,4118, nsw,19981116,256-8695
 luke, geue,12, rocklands street, , allambie heights,6104, vic,19720807,884-0914
 madeleine, bradshaw,90, burkitt street, mindaree, tuart hill,3300, nsw,19180720,956-2529
 jack, dimonte,104, mckeahnie street, carinyah station, woy woy,2132, nsw,19880316,485-4960
 connor, vincent,391, woolner circuit, locn 8200, geraldton,2560, qld,19811218,981-0666
 tayah, kiss,20, bateman street, flower growers, vermont south,6163, vic,19741212,651-7742
 megan, scripps,40, karawatha place, raycroft, bonnells bay,2761, sa,19970108,757-3986
 hunter, nguyen,1, cutlack street, narada, bunbury,3138, nsw,19391206,513-1671
 sarah, curth,14, knoke avenue, heathfield qld, mullumbimby,3175, vic,19131205,826-4314
 matthew, roche,67, orchard place, foveaux terraces, mill park,3850, vic,19040419,692-8752
 hayley, moody,1, lambell close, solitaire, jones hill,3103, nsw,19831231,746-5219
 logan, goldsworthy,21, florentine circuit, settlers hills, ashfield,2571, nsw,19160117,886-7229
 , lodge,634, companion crescent, argyle, ballina,2161, nsw,19020407,155-5679
 alessia, harrington,36, meredith circuit, gliding gulls, sunshine north,3192, nsw,19561129,526-4440
 jake, campbell,67, larcombe crescent, oaklands village, greensborough,4570, wa,19240304,424-5106
 teaha, rawlings,23, charterisville avenue, moonby downs, toowoomba,4006, sa,19601115,923-5941
 lily, marris,28, deumonga court, fourways, ulverstone,3048, nsw,19980524,465-4900
 molly, slape,23, currie crescent, dickson family practice, glenwood,2777, wa,19370706,690-5342
 mia, haeusler, , stockdale street, rowethorpe, cleveland,3011, nsw,19091107,374-2016
 nicholas, commons,50, couchman crescent, lochlee, parkdale,5169, sa,19980815,943-8920
 isaiah, dixon,6, whitford place, ettalong beach village, bonville,3072, qld,19321222,579-5586
 tara, pratap,15, wattle street, cantlay farm, aspley,2527, wa,19301128,368-8555
 eliza, slape,5, bellchambers crescent, bonny doon, dover heights,6230, nsw,19840924,744-1870
 tylah, kempe,8, arthur circle, tylden park, adamstown heights,3133, sa,19721016,184-4518
 sophie, white,251, handcock crescent, , wetherill park,5114, vic,19480529,724-2421
 , clarke,6, barangaroo street, apt 8g, blacktown,2615, nsw,19240224,671-8271
 kylee, shepherd,6, fitchett street, woodburn pastoral, paralowie,2229, nsw,19420817,730-7571
 abbey, lewkowicz,33, stead place, dalamar, minchinbury,6108, nsw,19240802,118-7314
 bridget, burford,14, gibb place, melaleuca, greenwood,3280, wa,19090212,404-8860
 jordyn, white,103, amess place, tannamurra, toormina,4700, sa,19051210,614-9930
 spencer, bates-brownsword,151, pinkerton circuit, tora, smithfield,4860, nsw,19810308,540-2648
 fergus, hendy-pooley,3, stace place, nuffield village, oakden,6108, vic,19160101,551-5164
 clodagh, sieber,14, pandanus street, highfields medical centre, davistown,4066, nsw,19140913,269-8880
 kaitlin, bowerman,16, foskett street, bulala, edensor park,6111, nsw,19140320,610-9196
 amy, campbell,12, kinchela crescent, aceland poll hereford stud, sadleir,4753, qld,19021030,253-3567
 jessica, millane, , windeyer street, mt martin, ridleyton,7275, ,19120708,851-1839
 , ruolle-ivanov,11, fairweather circuit, , mount low,5290, vic,19661012,460-0962
 nikki, neik,180, balfour crescent, brentwood village, charlestown,2228, wa,19840720,710-6885
 ebony, robson,31, freda bennett circuit, rowethorpe, ryde,2450, nsw,19301219,384-1520
 beau, eyles,268, solomon crescent, table mountain, granya,5280, nsw,19970827,898-3029
 jenna, goode,49, hedland circuit, kela, kingaroy,3156, nsw,19920828,422-4901
 dayna, gilfedder,104, burgan place, edwards chambers, hawthorn,3191, nsw,19520413,727-7011
 lucas, corsico,1337, saggers close, tara park, port macquarie,6155, qld,19730826,972-2217
 harrison, zanelli,62, britten-jones drive, weeroona, exeter,4305, nsw,19870724,874-3573
 katie, kerslake,5, were street, shopping centre, narre warren north,3977, vic,19591030,160-0754
 samantha, bellamy,123, hawkesbury crescent, bristin, pallara,2756, nsw,19091019,934-5240
 arabella, reid,35, baracchi crescent, argyle, hermit park,3806, qld,19640323,143-3160
 ryleh, sleath,9, archdall street, boxwood hill, sandy bay,2484, nsw,19550126,179-1300
 georgia, clarke,278, blowering street, dunfield park, port pirie,6111, vic,19990330,332-8605
 noah, maier,2, cromwell circuit, pine view, ryde,4700, nsw,19020410,441-8189
 jordan, mirritjawuy,8, batchelor street, st vincents medical centre, applecross,3505, sa,19250215,115-3859
 holly, wehr,64, gooromon ponds road, ainslie house, gorokan,2234, qld, ,929-2420
 livia, miles,15, stewart crescent, rosetta village, thornbury,3851, act,19760903,968-3666
 nathan, clarke,12, forbes street, rainbow park rp 8965, flinders park,2117, qld,19500725,513-5466
 charlotte, ryan,28, monaro crescent, shiloah, fig tree pocket,2538, vic,19590825,360-9154
 paris, green,19, zamia place, glendower, frankston,5159, qld,19291117,710-1331
 imogen, miles,14, smalley circuit, tingara vlge, toorak,2259, sa,19070626,484-6134
 matilda, clarke,113, gritten street, gloccamorra, fletcher,3051, vic,19721108,841-6016
 harriet, molland,43, , sheep station, bridgeman downs,6053, nsw,19760523,941-8691
 keely, coulson,28, scantlebury crescent, alice downs, toowoon bay,5096, sa,19930412,118-9146
 ebony, webb,21, knox street, crestwood, highgate,2196, nsw,19001231,587-5656
 , klemm,43, clem hill street, , st kilda,4205, qld,19751020,511-9969
 matthew, browne,392, parsons street, north star resort, slacks creek,4501, qld,19720102,903-3952
 katelyn, cochrane,2, thozet place, eden park, narellan,2750, nsw,19910821,956-4362
 abby, spark,36, cordeaux street, mortlock house, mittagong,2217, vic,19930311,851-1819
 caitlin, bevis,46, smith street, grammar school, hawthorn,4878, nsw,19601011,304-0069
 dominic, papageorgiou,1544, la perouse street, the lakes retirement village, bacchus marsh,3995, nsw,19140218,466-0218
 zachary, goode,39, alroy circuit, , broadmeadows,7250, nsw,19900208,381-7430
 harrison, reid,20, charterisville avenue, lissoy holdings, lowesdale,2282, qld,19301018,926-7290
 jared, white,57, walsh place, dunmunkle lodge, evans head,3124, wa, ,849-1221
 alexandra, hide,27, tweddle place, barley hill, williamstown,3055, vic,19070929,362-5008
 emiily, boulter,12, drevermann street, manila, currimundi,3030, nsw,19770628,487-3584
 jordan, kondakov,115, fleay place, stockland cairns, clayton,2640, ,19270806,987-6548
 hannah, ferris,25, brereton street, macian house, ruse,2211, qld,19650926,501-3659
 imogen, boyle,57, gilmore crescent, village walk (cnr high s street, safety bay,3088, qld,19360622,429-9413
 danielle, moody,21, owen crescent, redlands, burwood east,4701, nsw,19850616,872-7753
 kyle, hope,26, bundey street, kacadoo, armidale,2097, nsw,19631116,265-0117
 , lund,109, caley crescent, allandale aged care facility, mill park,4053, nsw,19180902,707-4690
 jaxin, jolly,114, llewellyn crescent, merrimac heights, bull creek,4017, sa,19250202,713-3472
 tara, campbell,34, dunstan street, westpoint, katherine,6015, qld,19810623,833-9362
 samantha, bereza,52, waddell place, shaudell, piney range,6026, vic,19420813,763-1947
 brianna, barisic,1502, haddon street, parish talowahl, launching place,3220, vic,19750703,536-7822
 charlotte, grierson,40, hooley place, , kellyville,2479, nsw,19691116,838-1516
 lexie, myles,11, crozier circuit, kangaroo grnd, valentine,3805, sa,19600609,974-9283
 tiarna, burghof,1, , delmar, keysborough,2550, vic,19911125,880-8422
 emiily, green,31, julius street, appleglen, mount colah,2290, vic,19340525,737-3124
 maliah, clarke,26, broadbent street, harlyn, tara,6151, sa,19520331,729-8583
 alex, babic,7, burnett street, whattleglen, wilmot,4552, vic,19051202,567-3881
 caitlin, leslie,24, eyre street, retirement village, worongary,2830, nsw,19420102,125-7356
 channing, haak,8, kevin street, sec 1, bundaberg,6450, wa,19970408,924-8677
 annabel, thorpe,19, ardlethan street, galloway, rokeby,4670, vic,19920305,281-4912
 lucy, millar,57, duffy street, burtons lookout, wyoming,2325, sa,19171121,325-4520
 harrison, thredgold,3, antill street, monavale, charlestown,2289, nt,19390828,370-7828
 nicholas, hoyland,45, shirlow place, jewells medical centre, wantirna,5049, vic,19200610,405-2512
 mason, homann,45, sommers street, professional centre, vaucluse,4873, vic,19130214,709-6543
 charlie, kastrappis,81, hedley street, parkland motor village, bonbeach,2515, vic,19330630,747-0082
 henry, sach,69, hawdon street, logie brae, harbord,2141, nsw,19051226,712-3737
 kierra, burford,32, adamson crescent, lee grazing farm, adamstown,5008, tas,19100914,490-2237
 daniel, callahan,119, halifax close, medical centre, smythesdale,2400, nsw,19530309,392-5704
 daniella, boothroyd,101, elkington street, witsend, waterloo,6058, sa,19600904,772-1398
 alex, webb,92, outtrim avenue, st francis village, paddington,3056, nsw,19700807,559-4371
 zara, white,189, mackey place, doctors flat, hawthorn,4306, wa,19320621,774-4887
 aleesha, mahmud,101, mcculloch street, saraji mine, ulverstone,6064, nsw, ,912-6691
 , ryan,12, breona place, lakes retirement estate, highton,4207, nsw,19620821,759-2380
 imogen, pun,12, templestowe avenue, peak view, belconnen,4214, nsw,19400709,449-0158
 finlay, bedding,2, burnett street, abbey fields, orchard hills,4301, nsw,19640329,307-4334
 brianna, blackwell,20, john russell circuit, yarrandoo, cremorne,3192, nsw,19440515,654-3804
 brooke, harrington,88, marcus clarke street, campaspe, lockleys,3042, wa,19910123,473-8674
 charles, matthews,2, magarey place, rowethorpe, penguin,2560, qld,19150316,516-5120
 harrison, whaipe,19, westall place, ainslie house, baranduda,3220, qld,19170531,789-2154
 zachariah, nadels,68, dennys place, laureldale, northgate,2133, qld,19801214,914-4398
 adam, clarke,3, skinner street, kona, woodcroft,4878, wa,19270705,nan-
 ethan, miell, , barwell place, oreel, ashfield,3941, sa,19830725,221-5887
 ashleigh, matthews,40, chippindall circuit, sylvan park, swan view,3072, vic,19110113,229-2149
 nathan, petersen,4, grant crescent, kenbar, kellyville,5067, nsw,19051226,894-2423
 joshua, millar,4, chowne street, lirambenda, springfield,2088, qld,19410825,637-1427
 amber, nicolakopoulos,38, atkinson street, mount patrick, edgewater,2905, sa,19910707,922-0881
 jayden, pendle,484, naas road, weeroona, mount gravatt,2164, vic,19070815,675-9267
 lucy, braithwaite,65, ellerston avenue, marx garden world, munno para west,2750, qld,19580501,606-0746
 edward, denholm,10, corin place, gold tyne, clayfield,4221, vic,19660306,711-9771
 corey, godfrey,74, sturt avenue, cox court hostel, rapid creek,3976, wa,19720408,715-6463
 sebastian, campbell,34, atherton street, glen-vale, north sydney,4350, nsw,19660715,868-6683
